Approach,Mean True Performance,Median True Performance,Mean Performance Prediction,Median Performance Prediction,Validation Error (MAPE) (%),95%-Bootstrap-CI Lower (for mean perf pred),95%-Bootstrap-CI Upper (for mean perf pred)
knn/diversified-distance/48,0.9683,0.9688,0.9687,0.9691,0.1999,0.9686,0.9688
