Approach,Mean True Performance,Median True Performance,Mean Performance Prediction,Median Performance Prediction,Validation Error (MAPE) (%),95%-Bootstrap-CI Lower (for mean perf pred),95%-Bootstrap-CI Upper (for mean perf pred)
gbc/diversified-distance/3,0.942,0.9461,0.963,0.9637,2.4558,0.9628,0.9633
