Approach,Mean True Performance,Median True Performance,Mean Performance Prediction,Median Performance Prediction,Validation Error (MAPE) (%),95%-Bootstrap-CI Lower (for mean perf pred),95%-Bootstrap-CI Upper (for mean perf pred)
rfc/diversified-distance/65,0.9632,0.9654,0.9626,0.9648,0.1523,0.9623,0.9629
